18:15:01,SP-FUTURE,2773.25,1383,2773.5,1028
18:15:02,ESX-FUTURE,3133.75,2328,3134.0,1722
18:15:02,SP-FUTURE,2771.0,1963,2771.25,448
18:15:02,SP-FUTURE,2771.0,1315,2771.25,1096
18:15:03,ESX-FUTURE,3133.5,3265,3133.75,785
18:15:04,SP-FUTURE,2771.0,1545,2771.25,866
18:15:04,SP-FUTURE,2771.0,1718,2771.25,693
18:15:04,ESX-FUTURE,3133.75,3145,3134.0,905
18:15:05,SP-FUTURE,2771.0,2057,2771.25,354
18:15:05,ESX-FUTURE,3133.75,832,3134.0,3218
18:15:06,SP-FUTURE,2771.0,2053,2771.25,358
18:15:07,ESX-FUTURE,3133.75,2398,3134.0,1652
18:15:08,SP-FUTURE,2770.5,548,2770.75,1863
18:15:08,ESX-FUTURE,3133.75,1318,3134.0,2732
18:15:08,ESX-FUTURE,3134.25,3420,3134.5,630
18:15:09,SP-FUTURE,2770.5,896,2770.75,1515
18:15:09,ESX-FUTURE,3134.25,1901,3134.5,2149
18:15:10,SP-FUTURE,2770.75,340,2771.0,2071
18:15:10,ESX-FUTURE,3134.25,1766,3134.5,2284
18:15:11,ESX-FUTURE,3134.25,80,3134.5,3970
18:15:12,ESX-FUTURE,3134.25,760,3134.5,3290
18:15:12,SP-FUTURE,2770.5,2391,2770.75,20
18:15:12,ESX-FUTURE,3134.25,581,3134.5,3469
18:15:13,ESX-FUTURE,3134.0,3763,3134.25,287
18:15:13,SP-FUTURE,2770.75,51,2771.0,2360
18:15:14,SP-FUTURE,2770.75,130,2771.0,2281
18:15:14,ESX-FUTURE,3134.0,3722,3134.25,328
18:15:15,ESX-FUTURE,3134.0,3386,3134.25,664
18:15:15,SP-FUTURE,2771.0,932,2771.25,1479
18:15:16,ESX-FUTURE,3134.75,3586,3135.0,464
18:15:16,SP-FUTURE,2771.0,1819,2771.25,592
18:15:17,ESX-FUTURE,3134.75,3413,3135.0,637
18:15:18,ESX-FUTURE,3134.75,3806,3135.0,244
18:15:18,SP-FUTURE,2771.0,1852,2771.25,559
18:15:19,ESX-FUTURE,3135.25,2705,3135.5,1345
18:15:19,SP-FUTURE,2770.75,2162,2771.0,249
18:15:20,ESX-FUTURE,3135.5,729,3135.75,3321
18:15:20,SP-FUTURE,2770.75,2028,2771.0,383
18:15:20,ESX-FUTURE,3135.5,959,3135.75,3091
18:15:21,SP-FUTURE,2770.75,1696,2771.0,715
18:15:21,ESX-FUTURE,3135.75,884,3136.0,3166
18:15:22,ESX-FUTURE,3136.0,3079,3136.25,971
18:15:22,SP-FUTURE,2771.0,822,2771.25,1589
18:15:23,ESX-FUTURE,3136.5,2182,3136.75,1868
18:15:23,ESX-FUTURE,3136.5,217,3136.75,3833
18:15:23,SP-FUTURE,2771.0,399,2771.25,2012
18:15:24,ESX-FUTURE,3137.75,69,3138.0,3981
18:15:24,SP-FUTURE,2771.0,773,2771.25,1638
18:15:25,ESX-FUTURE,3137.75,3934,3138.0,116
18:15:25,SP-FUTURE,2771.0,725,2771.25,1686
18:15:25,SP-FUTURE,2771.0,357,2771.25,2054
18:15:26,SP-FUTURE,2771.0,362,2771.25,2049
18:15:27,ESX-FUTURE,3137.75,1879,3138.0,2171
18:15:28,SP-FUTURE,2772.25,876,2772.5,1535
18:15:29,ESX-FUTURE,3138.25,2056,3138.5,1994
18:15:29,ESX-FUTURE,3138.25,1309,3138.5,2741
18:15:30,SP-FUTURE,2772.0,606,2772.25,1805
18:15:30,SP-FUTURE,2772.0,607,2772.25,1804
18:15:31,ESX-FUTURE,3138.75,597,3139.0,3453
18:15:32,SP-FUTURE,2772.0,1202,2772.25,1209
18:15:32,ESX-FUTURE,3138.75,2051,3139.0,1999
18:15:33,SP-FUTURE,2772.0,487,2772.25,1924
18:15:34,ESX-FUTURE,3139.0,2854,3139.25,1196
18:15:34,SP-FUTURE,2772.25,117,2772.5,2294
18:15:36,ESX-FUTURE,3139.0,2802,3139.25,1248
18:15:36,SP-FUTURE,2771.25,2312,2771.5,99
18:15:37,ESX-FUTURE,3139.0,2924,3139.25,1126
18:15:37,SP-FUTURE,2770.0,1997,2770.25,414
18:15:38,ESX-FUTURE,3139.0,2914,3139.25,1136
18:15:39,ESX-FUTURE,3138.75,792,3139.0,3258
18:15:39,SP-FUTURE,2770.0,2164,2770.25,247
18:15:39,ESX-FUTURE,3138.75,333,3139.0,3717
18:15:39,SP-FUTURE,2770.0,1517,2770.25,894
18:15:40,SP-FUTURE,2770.0,1665,2770.25,746
18:15:40,ESX-FUTURE,3138.75,345,3139.0,3705
18:15:40,SP-FUTURE,2770.25,879,2770.5,1532
18:15:41,SP-FUTURE,2772.25,1322,2772.5,1089
18:15:42,SP-FUTURE,2772.25,1353,2772.5,1058
18:15:42,ESX-FUTURE,3138.25,3411,3138.5,639
18:15:43,ESX-FUTURE,3139.25,509,3139.5,3541
18:15:44,SP-FUTURE,2772.5,354,2772.75,2057
18:15:44,ESX-FUTURE,3139.75,727,3140.0,3323
